TIME	CoM_x	CoM_y	CoM_z
4.36	0.9000000000000098	0.18352756866923375	0.33100000000000007
4.37	0.9000000000000098	0.18425627095371316	0.33100000000000007
4.38	0.9000000000000098	0.18494640443316618	0.33100000000000007
4.39	0.9000000000000097	0.18560001290727712	0.33100000000000007
4.4	0.9000000000000097	0.18621903200854678	0.33100000000000007
4.41	0.9000000000000097	0.18680529493458337	0.33100000000000007
4.42	0.9000000000000097	0.18736053787703505	0.33100000000000007
4.43	0.9000000000000096	0.1878864051632444	0.33100000000000007
4.44	0.9000000000000096	0.18838445412585125	0.33100000000000007
4.45	0.9000000000000096	0.18885615971476466	0.33100000000000007
4.46	0.9000000000000095	0.18930291886516026	0.33100000000000007
4.47	0.9000000000000095	0.1897260546344437	0.33100000000000007
4.48	0.9000000000000095	0.19012682012042426	0.33100000000000007
4.49	0.9000000000000093	0.19050640217231052	0.33100000000000007
4.5	0.9000000000000093	0.19086592490551035	0.33100000000000007
4.51	0.9000000000000092	0.19120645303064943	0.33100000000000007
4.52	0.9000000000000092	0.19152899500666354	0.33100000000000007
4.53	0.9000000000000091	0.1918345060273069	0.33100000000000007
4.54	0.9000000000000091	0.1921238908499141	0.33100000000000007
4.55	0.900000000000009	0.19239800647479943	0.33100000000000007
4.5600000000000005	0.9000000000000089	0.1926576646832261	0.33100000000000007
4.57	0.9000000000000089	0.19290363444145964	0.33100000000000007
4.58	0.9000000000000088	0.19313664417802756	0.33100000000000007
4.59	0.9000000000000087	0.19335738394092816	0.33100000000000007
4.6	0.9000000000000086	0.19356650744117698	0.33100000000000007
4.61	0.9000000000000085	0.19376463398874244	0.33100000000000007
4.62	0.9000000000000085	0.19395235032660696	0.33100000000000007
4.63	0.9000000000000083	0.1941302123683768	0.33100000000000007
4.64	0.9000000000000081	0.19429874684459914	0.33100000000000007
4.65	0.900000000000008	0.19445845286264918	0.33100000000000007
4.66	0.9000000000000079	0.19460980338481337	0.33100000000000007
4.67	0.9000000000000078	0.19475324662894988	0.33100000000000007
4.68	0.9000000000000077	0.19488920739586302	0.33100000000000007
4.69	0.9000000000000075	0.19501808832733225	0.33100000000000007
4.7	0.9000000000000073	0.19514027109851906	0.33100000000000007
4.71	0.9000000000000071	0.1952561175482801	0.33100000000000007
4.72	0.900000000000007	0.19536597075073736	0.33100000000000007
4.73	0.9000000000000068	0.19547015603127527	0.33100000000000007
4.74	0.9000000000000066	0.19556898192998284	0.33100000000000007
4.75	0.9000000000000064	0.19566274111537263	0.33100000000000007
4.76	0.9000000000000061	0.1957517112511149	0.33100000000000007
4.77	0.9000000000000059	0.19583615581831815	0.33100000000000007
4.78	0.9000000000000057	0.1959163248958231	0.33100000000000007
4.79	0.9000000000000054	0.19599245590079706	0.33100000000000007
